ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
69759;4988;с.;Страшимир;Strashimir;Златоград;Zlatograd;Смолян;Smolyan
69763;9179;с.;Страшимирово;Strashimirovo;Белослав;Beloslav;Варна;Varna
69777;2482;с.;Стрезимировци;Strezimirovtsi;Трън;Tran;Перник;Pernik
69780;5133;с.;Стрелец;Strelets;Горна Оряховица;Gorna Oryahovitsa;Велико Търново;Veliko Tarnovo
69794;6058;с.;Стрелец;Strelets;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
69804;7562;с.;Стрелково;Strelkovo;Кайнарджа;Kaynardzha;Силистра;Silistra
69818;4152;с.;Стрелци;Streltsi;Брезово;Brezovo;Пловдив;Plovdiv
69821;8995;с.;Стрелци;Streltsi;Котел;Kotel;Сливен;Sliven
69835;4530;гр.;Стрелча;Strelcha;Стрелча;Strelcha;Пазарджик;Pazardzhik
69849;6683;с.;Стремово;Stremovo;Кърджали;Kardzhali;Кърджали;Kardzhali
69852;6680;с.;Стремци;Stremtsi;Кърджали;Kardzhali;Кърджали;Kardzhali
69866;6899;с.;Стрижба;Strizhba;Кирково;Kirkovo;Кърджали;Kardzhali
69874;4197;с.;Строево;Stroevo;Марица;Maritsa;Пловдив;Plovdiv
69883;8732;с.;Стройно;Stroyno;Елхово;Elhovo;Ямбол;Yambol
69897;7964;с.;Стройновци;Stroynovtsi;Антоново;Antonovo;Търговище;Targovishte
69910;3919;с.;Струиндол;Struindol;Белоградчик;Belogradchik;Видин;Vidin
69924;9804;с.;Струино;Struino;Шумен;Shumen;Шумен;Shumen
69938;2806;с.;Струма;Struma;Сандански;Sandanski;Благоевград;Blagoevgrad
69941;2895;с.;Струмешница;Strumeshnitsa;Петрич;Petrich;Благоевград;Blagoevgrad
69969;2825;с.;Струмяни;Strumyani;Струмяни;Strumyani;Благоевград;Blagoevgrad
69972;3132;с.;Струпец;Strupets;Роман;Roman;Враца;Vratsa
69986;8856;с.;Струпец;Strupets;Сливен;Sliven;Сливен;Sliven
69990;8555;с.;Струя;Struya;Руен;Ruen;Бургас;Burgas
70007;5365;с.;Стръмци;Stramtsi;Трявна;Tryavna;Габрово;Gabrovo
70010;4142;с.;Стряма;Stryama;Раковски;Rakovski;Пловдив;Plovdiv
70024;3490;с.;Стубел;Stubel;Монтана;Montana;Монтана;Montana
70086;2488;с.;Студен извор;Studen izvor;Трън;Tran;Перник;Pernik
70104;6958;с.;Студен кладенец;Studen kladenets;Крумовград;Krumovgrad;Кърджали;Kardzhali
70038;2344;с.;Студена;Studena;Перник;Pernik;Перник;Pernik
70041;4932;с.;Студена;Studena;Мадан;Madan;Смолян;Smolyan
70055;6538;с.;Студена;Studena;Свиленград;Svilengrad;Хасково;Haskovo
70069;7279;с.;Студенец;Studenets;Лозница;Loznitsa;Разград;Razgrad
70072;4878;с.;Студенец;Studenets;Чепеларе;Chepelare;Смолян;Smolyan
70099;9768;с.;Студеница;Studenitsa;Хитрино;Hitrino;Шумен;Shumen
70113;3480;с.;Студено буче;Studeno buche;Монтана;Montana;Монтана;Montana
70127;2135;с.;Стъргел;Stargel;Горна Малина;Gorna Malina;София;Sofia
70130;7124;с.;Стърмен;Starmen;Бяла;Byala;Русе;Ruse
70158;4957;с.;Стърница;Starnitsa;Баните;Banite;Смолян;Smolyan
70175;9170;гр.;Суворово;Suvorovo;Суворово;Suvorovo;Варна;Varna
70189;2820;с.;Сугарево;Sugarevo;Сандански;Sandanski;Благоевград;Blagoevgrad
70202;6062;с.;Сулица;Sulitsa;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
70216;5094;с.;Султани;Sultani;Елена;Elena;Велико Търново;Veliko Tarnovo
70233;3491;с.;Сумер;Sumer;Монтана;Montana;Монтана;Montana
70247;8470;гр.;Сунгурларе;Sungurlare;Сунгурларе;Sungurlare;Бургас;Burgas
70250;6352;с.;Сусам;Susam;Минерални бани;Mineralni bani;Хасково;Haskovo
70264;5045;с.;Суха река;Suha reka;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
70278;9881;с.;Суха река;Suha reka;Велики Преслав;Veliki Preslav;Шумен;Shumen
70281;5988;с.;Сухаче;Suhache;Червен бряг;Cherven bryag;Плевен;Pleven
70295;5240;гр.;Сухиндол;Suhindol;Сухиндол;Suhindol;Велико Търново;Veliko Tarnovo
70319;6794;с.;Сухово;Suhovo;Ардино;Ardino;Кърджали;Kardzhali
70322;8328;с.;Суходол;Suhodol;Средец;Sredets;Бургас;Burgas
70336;7618;с.;Суходол;Suhodol;Главиница;Glavinitsa;Силистра;Silistra
70353;4209;с.;Сухозем;Suhozem;Калояново;Kaloyanovo;Пловдив;Plovdiv
70367;5380;с.;Сухолоевци;Suholoevtsi;Дряново;Dryanovo;Габрово;Gabrovo
70370;2736;с.;Сухострел;Suhostrel;Симитли;Simitli;Благоевград;Blagoevgrad
70384;7324;с.;Сушево;Sushevo;Завет;Zavet;Разград;Razgrad
70398;9868;с.;Сушина;Sushina;Върбица;Varbitsa;Шумен;Shumen
35105;2759;с.;Сушица;Sushitsa;Симитли;Simitli;Благоевград;Blagoevgrad
70408;5177;с.;Сушица;Sushitsa;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
70411;2558;с.;Сушица;Sushitsa;Трекляно;Treklyano;Кюстендил;Kyustendil
70439;5099;с.;Събковци;Sabkovtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
70442;5340;с.;Съботковци;Sabotkovtsi;Габрово;Gabrovo;Габрово;Gabrovo
70456;8941;с.;Събрано;Sabrano;Нова Загора;Nova Zagora;Сливен;Sliven
70473;8522;с.;Съдиево;Sadievo;Айтос;Aytos;Бургас;Burgas
70487;8923;с.;Съдиево;Sadievo;Нова Загора;Nova Zagora;Сливен;Sliven
70490;8915;с.;Съдийско поле;Sadiysko pole;Нова Загора;Nova Zagora;Сливен;Sliven
70514;8430;с.;Съединение;Saedinenie;Сунгурларе;Sungurlare;Бургас;Burgas
70528;4190;гр.;Съединение;Saedinenie;Съединение;Saedinenie;Пловдив;Plovdiv
70531;6234;с.;Съединение;Saedinenie;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
70545;7779;с.;Съединение;Saedinenie;Търговище;Targovishte;Търговище;Targovishte
70559;6924;с.;Сърнак;Sarnak;Крумовград;Krumovgrad;Кърджали;Kardzhali
70562;6232;с.;Сърневец;Sarnevets;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
70576;8479;с.;Сърнево;Sarnevo;Карнобат;Karnobat;Бургас;Burgas
70586;6268;с.;Сърнево;Sarnevo;Раднево;Radnevo;Стара Загора;Stara Zagora
70593;4146;с.;Сърнегор;Sarnegor;Брезово;Brezovo;Пловдив;Plovdiv
70603;5035;с.;Сърненци;Sarnentsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
70617;9482;с.;Сърнец;Sarnets;Тервел;Tervel;Добрич;Dobrich
70634;9562;с.;Сърнино;Sarnino;Генерал Тошево;General Toshevo;Добрич;Dobrich
70620;4799;с.;Сърнино;Sarnino;Смолян;Smolyan;Смолян;Smolyan
70648;4633;гр.;Сърница;Sarnitsa;Сърница;Sarnitsa;Пазарджик;Pazardzhik
70651;6361;с.;Сърница;Sarnitsa;Минерални бани;Mineralni bani;Хасково;Haskovo
70665;7578;с.;Сърпово;Sarpovo;Силистра;Silistra;Силистра;Silistra
70679;8896;с.;Сърцево;Sartsevo;Твърдица;Tvarditsa;Сливен;Sliven
70682;7647;с.;Сяново;Syanovo;Тутракан;Tutrakan;Силистра;Silistra
70696;5380;с.;Сяровци;Syarovtsi;Дряново;Dryanovo;Габрово;Gabrovo
70706;6800;с.;Сярци;Syartsi;Момчилград;Momchilgrad;Кърджали;Kardzhali
72014;2215;с.;Табан;Taban;Драгоман;Dragoman;София;Sofia
72028;7085;с.;Табачка;Tabachka;Иваново;Ivanovo;Русе;Ruse
72031;5461;с.;Табашка;Tabashka;Севлиево;Sevlievo;Габрово;Gabrovo
72045;2538;с.;Таваличево;Tavalichevo;Кюстендил;Kyustendil;Кюстендил;Kyustendil
72062;7983;с.;Таймище;Taymishte;Антоново;Antonovo;Търговище;Targovishte
72076;8658;с.;Тамарино;Tamarino;Стралджа;Straldzha;Ямбол;Yambol
72093;4282;с.;Татарево;Tatarevo;Първомай;Parvomay;Пловдив;Plovdiv
72103;6344;с.;Татарево;Tatarevo;Минерални бани;Mineralni bani;Хасково;Haskovo
72117;5934;с.;Татари;Tatari;Белене;Belene;Плевен;Pleven
72120;6668;с.;Татково;Tatkovo;Кърджали;Kardzhali;Кърджали;Kardzhali
72134;6835;с.;Татул;Tatul;Момчилград;Momchilgrad;Кърджали;Kardzhali
72148;7755;с.;Твърдинци;Tvardintsi;Търговище;Targovishte;Търговище;Targovishte
72151;8155;с.;Твърдица;Tvarditsa;Бургас;Burgas;Бургас;Burgas
72179;9675;с.;Твърдица;Tvarditsa;Шабла;Shabla;Добрич;Dobrich
72165;8890;гр.;Твърдица;Tvarditsa;Твърдица;Tvarditsa;Сливен;Sliven
72182;6370;с.;Текето;Teketo;Хасково;Haskovo;Хасково;Haskovo
72196;9420;с.;Телериг;Telerig;Крушари;Krushari;Добрич;Dobrich
72206;5990;с.;Телиш;Telish;Червен бряг;Cherven bryag;Плевен;Pleven
72211;6850;с.;Телчарка;Telcharka;Джебел;Dzhebel;Кърджали;Kardzhali
72237;5165;с.;Теменуга;Temenuga;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
47809;6759;с.;Теменуга;Temenuga;Ардино;Ardino;Кърджали;Kardzhali
72240;8672;с.;Тенево;Tenevo;Тунджа;Tundzha;Ямбол;Yambol
72254;5554;с.;Тепава;Tepava;Ловеч;Lovech;Ловеч;Lovech
72268;2935;с.;Теплен;Teplen;Хаджидимово;Hadzhidimovo;Благоевград;Blagoevgrad
72271;9450;гр.;Тервел;Tervel;Тервел;Tervel;Добрич;Dobrich
72285;9769;с.;Тервел;Tervel;Хитрино;Hitrino;Шумен;Shumen
72312;5035;с.;Терзиите;Terziite;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
72299;8465;с.;Терзийско;Terziysko;Сунгурларе;Sungurlare;Бургас;Burgas
72309;5665;с.;Терзийско;Terziysko;Троян;Troyan;Ловеч;Lovech
72337;7322;с.;Тертер;Terter;Кубрат;Kubrat;Разград;Razgrad
72343;5700;гр.;Тетевен;Teteven;Тетевен;Teteven;Ловеч;Lovech
72357;7044;с.;Тетово;Tetovo;Русе;Ruse;Русе;Ruse
72360;4810;с.;Тешел;Teshel;Девин;Devin;Смолян;Smolyan
72374;2927;с.;Тешово;Teshovo;Хаджидимово;Hadzhidimovo;Благоевград;Blagoevgrad
72391;4729;с.;Тикале;Tikale;Смолян;Smolyan;Смолян;Smolyan
72401;9785;с.;Тимарево;Timarevo;Хитрино;Hitrino;Шумен;Shumen
72429;6955;с.;Тинтява;Tintyava;Крумовград;Krumovgrad;Кърджали;Kardzhali
72432;3164;с.;Типченица;Tipchenitsa;Мездра;Mezdra;Враца;Vratsa
72446;5070;с.;Титевци;Titevtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
72452;7997;с.;Тиховец;Tihovets;Антоново;Antonovo;Търговище;Targovishte
72463;6898;с.;Тихомир;Tihomir;Кирково;Kirkovo;Кърджали;Kardzhali
72477;6279;с.;Тихомирово;Tihomirovo;Раднево;Radnevo;Стара Загора;Stara Zagora
72480;8980;с.;Тича;Ticha;Котел;Kotel;Сливен;Sliven
72494;2591;с.;Тишаново;Tishanovo;Невестино;Nevestino;Кюстендил;Kyustendil
72504;3055;с.;Тишевица;Tishevitsa;Враца;Vratsa;Враца;Vratsa
72518;3787;с.;Тияновци;Tiyanovtsi;Брегово;Bregovo;Видин;Vidin
72521;3243;с.;Тлачене;Tlachene;Бяла Слатина;Byala Slatina;Враца;Vratsa
72549;9964;с.;Тодор Икономово;Todor Ikonomovo;Каолиново;Kaolinovo;Шумен;Shumen
72535;5350;с.;Тодореците;Todoretsite;Трявна;Tryavna;Габрово;Gabrovo
72552;5781;с.;Тодоричене;Todorichene;Луковит;Lukovit;Ловеч;Lovech
72566;5887;с.;Тодорово;Todorovo;Плевен;Pleven;Плевен;Pleven
72578;7425;с.;Тодорово;Todorovo;Исперих;Isperih;Разград;Razgrad
72583;5045;с.;Тодоровци;Todorovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
72597;5301;с.;Тодоровци;Todorovtsi;Габрово;Gabrovo;Габрово;Gabrovo
81637;5343;с.;Тодорчета;Todorcheta;Габрово;Gabrovo;Габрово;Gabrovo
72607;5094;с.;Тодювци;Todyuvtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
72610;6965;с.;Токачка;Tokachka;Крумовград;Krumovgrad;Кърджали;Kardzhali
72638;3854;с.;Толовица;Tolovitsa;Макреш;Makresh;Видин;Vidin
72641;5080;с.;Томбето;Tombeto;Елена;Elena;Велико Търново;Veliko Tarnovo
72655;2285;с.;Томпсън;Thompson;Своге;Svoge;София;Sofia
72669;5365;с.;Томчевци;Tomchevtsi;Трявна;Tryavna;Габрово;Gabrovo
72672;2875;с.;Тонско дабе;Tonsko dabe;Петрич;Petrich;Благоевград;Blagoevgrad
72693;9654;с.;Топола;Topola;Каварна;Kavarna;Добрич;Dobrich
72709;9140;с.;Тополи;Topoli;Варна;Varna;Варна;Varna
72713;4454;с.;Тополи дол;Topoli dol;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
72727;8549;с.;Тополица;Topolitsa;Айтос;Aytos;Бургас;Burgas
72730;6968;с.;Тополка;Topolka;Крумовград;Krumovgrad;Кърджали;Kardzhali
72744;2858;с.;Тополница;Topolnitsa;Петрич;Petrich;Благоевград;Blagoevgrad
72758;2619;с.;Тополница;Topolnitsa;Дупница;Dupnitsa;Кюстендил;Kyustendil
72761;6560;гр.;Тополовград;Topolovgrad;Тополовград;Topolovgrad;Хасково;Haskovo
73924;3936;с.;Тополовец;Topolovets;Ружинци;Ruzhintsi;Видин;Vidin
72775;3828;с.;Тополовец;Topolovets;Кула;Kula;Видин;Vidin
72789;4260;с.;Тополово;Topolovo;Асеновград;Asenovgrad;Пловдив;Plovdiv
72792;6452;с.;Тополово;Topolovo;Маджарово;Madzharovo;Хасково;Haskovo
72802;6728;с.;Тополчане;Topolchane;Кърджали;Kardzhali;Кърджали;Kardzhali
72816;8880;с.;Тополчане;Topolchane;Сливен;Sliven;Сливен;Sliven
72824;6277;с.;Тополяне;Topolyane;Раднево;Radnevo;Стара Загора;Stara Zagora
72833;8986;с.;Топузево;Topuzevo;Котел;Kotel;Сливен;Sliven
72847;5098;с.;Топузи;Topuzi;Елена;Elena;Велико Търново;Veliko Tarnovo
72850;7261;с.;Топчии;Topchii;Разград;Razgrad;Разград;Razgrad
72864;8582;с.;Топчийско;Topchiysko;Руен;Ruen;Бургас;Burgas
72878;5335;с.;Торбалъжите;Torbalazhite;Габрово;Gabrovo;Габрово;Gabrovo
43058;5790;с.;Торос;Toros;Луковит;Lukovit;Ловеч;Lovech
72881;5899;с.;Тотлебен;Totleben;Пордим;Pordim;Плевен;Pleven
72895;7316;с.;Точилари;Tochilari;Кубрат;Kubrat;Разград;Razgrad
72919;3825;с.;Тошевци;Toshevtsi;Грамада;Gramada;Видин;Vidin
72922;4933;с.;Траве;Trave;Баните;Banite;Смолян;Smolyan
72936;9694;с.;Травник;Travnik;Каварна;Kavarna;Добрич;Dobrich
72940;3645;с.;Трайково;Traykovo;Лом;Lom;Монтана;Montana
72953;6369;с.;Тракиец;Trakiets;Хасково;Haskovo;Хасково;Haskovo
72967;8348;с.;Тракийци;Trakiytsi;Средец;Sredets;Бургас;Burgas
72970;6074;с.;Тракия;Trakia;Опан;Opan;Стара Загора;Stara Zagora
72998;5349;с.;Трапесковци;Trapeskovtsi;Габрово;Gabrovo;Габрово;Gabrovo
73002;7281;с.;Трапище;Trapishte;Лозница;Loznitsa;Разград;Razgrad
