ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
39001;6533;с.;Костур;Kostur;Свиленград;Svilengrad;Хасково;Haskovo
39013;6884;с.;Костурино;Kosturino;Кирково;Kirkovo;Кърджали;Kardzhali
39027;2489;с.;Костуринци;Kosturintsi;Трън;Tran;Перник;Pernik
39030;8970;гр.;Котел;Kotel;Котел;Kotel;Сливен;Sliven
39044;3522;с.;Котеновци;Kotenovtsi;Берковица;Berkovitsa;Монтана;Montana
39058;6957;с.;Котлари;Kotlari;Крумовград;Krumovgrad;Кърджали;Kardzhali
39061;9374;с.;Котленци;Kotlentsi;Добрич-селска;Dobrich-selska;Добрич;Dobrich
39075;5097;с.;Котуци;Kotutsi;Елена;Elena;Велико Търново;Veliko Tarnovo
39089;2955;с.;Кочан;Kochan;Сатовча;Satovcha;Благоевград;Blagoevgrad
39092;4999;с.;Кочани;Kochani;Неделино;Nedelino;Смолян;Smolyan
39102;4119;с.;Кочево;Kochevo;Садово;Sadovo;Пловдив;Plovdiv
39116;2640;гр.;Кочериново;Kocherinovo;Кочериново;Kocherinovo;Кюстендил;Kyustendil
39127;9477;с.;Кочмар;Kochmar;Тервел;Tervel;Добрич;Dobrich
39133;9862;с.;Кочово;Kochovo;Велики Преслав;Veliki Preslav;Шумен;Shumen
39147;3771;с.;Кошава;Koshava;Видин;Vidin;Видин;Vidin
39150;2390;с.;Кошарево;Kosharevo;Брезник;Breznik;Перник;Pernik
41251;2453;с.;Кошарите;Kosharite;Радомир;Radomir;Перник;Pernik
39164;8253;с.;Кошарица;Kosharitsa;Несебър;Nesebar;Бургас;Burgas
39178;7062;с.;Кошарна;Kosharna;Сливо поле;Slivo pole;Русе;Ruse
39181;4778;с.;Кошница;Koshnitsa;Смолян;Smolyan;Смолян;Smolyan
39195;7783;с.;Кошничари;Koshnichari;Търговище;Targovishte;Търговище;Targovishte
39205;7087;с.;Кошов;Koshov;Иваново;Ivanovo;Русе;Ruse
39222;6075;с.;Кравино;Kravino;Опан;Opan;Стара Загора;Stara Zagora
39236;3048;с.;Краводер;Kravoder;Криводол;Krivodol;Враца;Vratsa
39242;9418;с.;Крагулево;Kragulevo;Добрич-селска;Dobrich-selska;Добрич;Dobrich
39267;2149;с.;Краево;Kraevo;Ботевград;Botevgrad;София;Sofia
39270;2781;с.;Краище;Kraishte;Белица;Belitsa;Благоевград;Blagoevgrad
39284;9535;с.;Краище;Kraishte;Генерал Тошево;General Toshevo;Добрич;Dobrich
39298;9875;с.;Крайгорци;Kraygortsi;Върбица;Varbitsa;Шумен;Shumen
41277;4990;с.;Крайна;Krayna;Неделино;Nedelino;Смолян;Smolyan
39311;4900;с.;Крайна;Krayna;Мадан;Madan;Смолян;Smolyan
39325;2649;с.;Крайни дол;Krayni dol;Дупница;Dupnitsa;Кюстендил;Kyustendil
39339;2633;с.;Крайници;Kraynitsi;Дупница;Dupnitsa;Кюстендил;Kyustendil
39342;6739;с.;Крайно село;Krayno selo;Кърджали;Kardzhali;Кърджали;Kardzhali
39356;8752;с.;Крайново;Kraynovo;Болярово;Bolyarovo;Ямбол;Yambol
39368;7997;с.;Крайполе;Kraypole;Антоново;Antonovo;Търговище;Targovishte
39373;9287;с.;Кракра;Krakra;Вълчи дол;Valchi dol;Варна;Varna
39387;2349;с.;Кралев дол;Kralev dol;Перник;Pernik;Перник;Pernik
39390;7770;с.;Кралево;Kralevo;Търговище;Targovishte;Търговище;Targovishte
39400;6362;с.;Кралево;Kralevo;Стамболово;Stambolovo;Хасково;Haskovo
39428;4452;с.;Крали Марко;Krali Marko;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
39431;5429;с.;Крамолин;Kramolin;Севлиево;Sevlievo;Габрово;Gabrovo
39445;6898;с.;Кран;Kran;Кирково;Kirkovo;Кърджали;Kardzhali
39459;9649;с.;Кранево;Kranevo;Балчик;Balchik;Добрич;Dobrich
39462;7549;с.;Краново;Kranovo;Кайнарджа;Kaynardzha;Силистра;Silistra
39483;3149;с.;Крапец;Krapets;Мездра;Mezdra;Враца;Vratsa
39493;9674;с.;Крапец;Krapets;Шабла;Shabla;Добрич;Dobrich
39503;3434;с.;Крапчене;Krapchene;Монтана;Montana;Монтана;Montana
39517;2370;с.;Красава;Krasava;Брезник;Breznik;Перник;Pernik
39534;9534;с.;Красен;Krasen;Генерал Тошево;General Toshevo;Добрич;Dobrich
39520;7075;с.;Красен;Krasen;Иваново;Ivanovo;Русе;Ruse
39548;9935;с.;Красен дол;Krasen dol;Никола Козлево;Nikola Kozlevo;Шумен;Shumen
39551;9258;с.;Красимир;Krasimir;Дългопол;Dalgopol;Варна;Varna
39565;6962;с.;Красино;Krasino;Крумовград;Krumovgrad;Кърджали;Kardzhali
39582;5242;с.;Красно градище;Krasno gradishte;Сухиндол;Suhindol;Велико Търново;Veliko Tarnovo
39579;4178;с.;Красново;Krasnovo;Хисаря;Hisarya;Пловдив;Plovdiv
39596;7925;с.;Красноселци;Krasnoseltsi;Омуртаг;Omurtag;Търговище;Targovishte
39606;3964;с.;Крачимир;Krachimir;Белоградчик;Belogradchik;Видин;Vidin
39614;2771;с.;Кремен;Kremen;Банско;Bansko;Благоевград;Blagoevgrad
41174;6870;с.;Кремен;Kremen;Кирково;Kirkovo;Кърджали;Kardzhali
39623;9639;с.;Кремена;Kremena;Балчик;Balchik;Добрич;Dobrich
39637;4755;с.;Кремене;Kremene;Смолян;Smolyan;Смолян;Smolyan
80131;6822;с.;Кременец;Kremenets;Момчилград;Momchilgrad;Кърджали;Kardzhali
39640;2653;с.;Кременик;Kremenik;Дупница;Dupnitsa;Кюстендил;Kyustendil
39668;6410;с.;Крепост;Krepost;Димитровград;Dimitrovgrad;Хасково;Haskovo
39671;7845;с.;Крепча;Krepcha;Опака;Opaka;Търговище;Targovishte
39685;5367;с.;Креслювци;Kreslyuvtsi;Трявна;Tryavna;Габрово;Gabrovo
14492;2840;гр.;Кресна;Kresna;Кресна;Kresna;Благоевград;Blagoevgrad
39709;3127;с.;Крета;Kreta;Мездра;Mezdra;Враца;Vratsa
39712;5961;с.;Крета;Kreta;Гулянци;Gulyantsi;Плевен;Pleven
39726;2951;с.;Крибул;Kribul;Сатовча;Satovcha;Благоевград;Blagoevgrad
39730;3328;с.;Крива бара;Kriva bara;Козлодуй;Kozloduy;Враца;Vratsa
39743;3669;с.;Крива бара;Kriva bara;Брусарци;Brusartsi;Монтана;Montana
39757;8936;с.;Крива круша;Kriva krusha;Нова Загора;Nova Zagora;Сливен;Sliven
39760;9938;с.;Крива река;Kriva reka;Никола Козлево;Nikola Kozlevo;Шумен;Shumen
39788;7132;с.;Кривина;Krivina;Ценово;Tsenovo;Русе;Ruse
39791;1588;с.;Кривина;Krivina;Столична община;Stolichna obshtina;София;Sofia
39801;9123;с.;Кривини;Krivini;Долни чифлик;Dolni chiflik;Варна;Varna
39815;7456;с.;Кривица;Krivitsa;Самуил;Samuil;Разград;Razgrad
39829;9217;с.;Кривня;Krivnya;Провадия;Provadia;Варна;Varna
39832;7037;с.;Кривня;Krivnya;Ветово;Vetovo;Русе;Ruse
39863;6387;с.;Криво поле;Krivo pole;Хасково;Haskovo;Хасково;Haskovo
39846;3060;гр.;Криводол;Krivodol;Криводол;Krivodol;Враца;Vratsa
39855;2386;с.;Кривонос;Krivonos;Брезник;Breznik;Перник;Pernik
39877;6884;с.;Крилатица;Krilatitsa;Кирково;Kirkovo;Кърджали;Kardzhali
39880;5097;с.;Крилювци;Krilyuvtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
39894;6671;с.;Крин;Krin;Кърджали;Kardzhali;Кърджали;Kardzhali
39918;4148;с.;Крислово;Krislovo;Марица;Maritsa;Пловдив;Plovdiv
39921;4220;гр.;Кричим;Krichim;Кричим;Krichim;Пловдив;Plovdiv
39935;2871;с.;Кромидово;Kromidovo;Петрич;Petrich;Благоевград;Blagoevgrad
39949;7278;с.;Крояч;Kroyach;Лозница;Loznitsa;Разград;Razgrad
39952;6766;с.;Кроячево;Kroyachevo;Ардино;Ardino;Кърджали;Kardzhali
39966;6438;с.;Крум;Krum;Димитровград;Dimitrovgrad;Хасково;Haskovo
39970;6900;гр.;Крумовград;Krumovgrad;Крумовград;Krumovgrad;Кърджали;Kardzhali
39983;9149;с.;Крумово;Krumovo;Аксаково;Aksakovo;Варна;Varna
39997;2627;с.;Крумово;Krumovo;Кочериново;Kocherinovo;Кюстендил;Kyustendil
40004;4112;с.;Крумово;Krumovo;Родопи;Rodopi;Пловдив;Plovdiv
40018;8649;с.;Крумово;Krumovo;Тунджа;Tundzha;Ямбол;Yambol
40021;8487;с.;Крумово градище;Krumovo gradishte;Карнобат;Karnobat;Бургас;Burgas
40035;5080;с.;Крумчевци;Krumchevtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
40049;9667;с.;Крупен;Krupen;Каварна;Kavarna;Добрич;Dobrich
40052;2740;с.;Крупник;Krupnik;Симитли;Simitli;Благоевград;Blagoevgrad
40066;9121;с.;Круша;Krusha;Аврен;Avren;Варна;Varna
40070;2213;с.;Круша;Krusha;Драгоман;Dragoman;София;Sofia
40083;8877;с.;Крушаре;Krushare;Сливен;Sliven;Сливен;Sliven
40097;9410;с.;Крушари;Krushari;Крушари;Krushari;Добрич;Dobrich
40110;4919;с.;Крушев дол;Krushev dol;Мадан;Madan;Смолян;Smolyan
40124;8148;с.;Крушевец;Krushevets;Созопол;Sozopol;Бургас;Burgas
40138;2945;с.;Крушево;Krushevo;Гърмен;Garmen;Благоевград;Blagoevgrad
40141;5427;с.;Крушево;Krushevo;Севлиево;Sevlievo;Габрово;Gabrovo
40155;4291;с.;Крушево;Krushevo;Първомай;Parvomay;Пловдив;Plovdiv
40169;6744;с.;Крушевска;Krushevska;Кърджали;Kardzhali;Кърджали;Kardzhali
40172;5134;с.;Крушето;Krusheto;Горна Оряховица;Gorna Oryahovitsa;Велико Търново;Veliko Tarnovo
40186;6743;с.;Крушка;Krushka;Кърджали;Kardzhali;Кърджали;Kardzhali
40195;5860;с.;Крушовене;Krushovene;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
40200;3349;с.;Крушовица;Krushovitsa;Мизия;Mizia;Враца;Vratsa
40213;5881;с.;Крушовица;Krushovitsa;Долни Дъбник;Dolni Dabnik;Плевен;Pleven
40227;2112;с.;Крушовица;Krushovitsa;Елин Пелин;Elin Pelin;София;Sofia
40230;8482;с.;Крушово;Krushovo;Карнобат;Karnobat;Бургас;Burgas
40244;4241;с.;Крушово;Krushovo;Лъки;Laki;Пловдив;Plovdiv
40258;7962;с.;Крушолак;Krusholak;Антоново;Antonovo;Търговище;Targovishte
40261;5561;с.;Крушуна;Krushuna;Летница;Letnitsa;Ловеч;Lovech
40275;5460;с.;Кръвеник;Kravenik;Севлиево;Sevlievo;Габрово;Gabrovo
40292;6140;гр.;Крън;Kran;Казанлък;Kazanlak;Стара Загора;Stara Zagora
40302;2875;с.;Крънджилица;Krandzhilitsa;Петрич;Petrich;Благоевград;Blagoevgrad
40316;5370;с.;Крънча;Krancha;Дряново;Dryanovo;Габрово;Gabrovo
41136;4647;с.;Кръстава;Krastava;Велинград;Velingrad;Пазарджик;Pazardzhik
40326;4741;с.;Кръстатица;Krastatitsa;Баните;Banite;Смолян;Smolyan
40333;4177;с.;Кръстевич;Krastevich;Хисаря;Hisarya;Пловдив;Plovdiv
40350;5350;с.;Кръстеняците;Krastenyatsite;Трявна;Tryavna;Габрово;Gabrovo
40364;5364;с.;Кръстец;Krastets;Трявна;Tryavna;Габрово;Gabrovo
40378;2805;с.;Кръстилци;Krastiltsi;Сандански;Sandanski;Благоевград;Blagoevgrad
40381;8121;с.;Кръстина;Krastina;Камено;Kameno;Бургас;Burgas
40395;7786;с.;Кръшно;Krashno;Търговище;Targovishte;Търговище;Targovishte
40419;8335;с.;Кубадин;Kubadin;Средец;Sredets;Бургас;Burgas
40422;7300;гр.;Кубрат;Kubrat;Кубрат;Kubrat;Разград;Razgrad
40436;1257;с.;Кубратово;Kubratovo;Столична община;Stolichna obshtina;София;Sofia
40441;3798;с.;Куделин;Kudelin;Брегово;Bregovo;Видин;Vidin
40453;2788;с.;Кузьово;Kuzyovo;Белица;Belitsa;Благоевград;Blagoevgrad
40467;4101;гр.;Куклен;Kuklen;Куклен;Kuklen;Пловдив;Plovdiv
40470;5370;с.;Кукля;Kuklya;Дряново;Dryanovo;Габрово;Gabrovo
40484;8673;с.;Кукорево;Kukorevo;Тунджа;Tundzha;Ямбол;Yambol
40498;4710;с.;Кукувица;Kukuvitsa;Смолян;Smolyan;Смолян;Smolyan
40508;2882;с.;Кукурахцево;Kukurahtsevo;Петрич;Petrich;Благоевград;Blagoevgrad
40511;6898;с.;Кукуряк;Kukuryak;Кирково;Kirkovo;Кърджали;Kardzhali
40525;3800;гр.;Кула;Kula;Кула;Kula;Видин;Vidin
40539;2868;с.;Кулата;Kulata;Петрич;Petrich;Благоевград;Blagoevgrad
40573;5937;с.;Кулина вода;Kulina voda;Белене;Belene;Плевен;Pleven
40587;5380;с.;Куманите;Kumanite;Дряново;Dryanovo;Габрово;Gabrovo
40590;9153;с.;Куманово;Kumanovo;Аксаково;Aksakovo;Варна;Varna
40628;4990;с.;Кундево;Kundevo;Неделино;Nedelino;Смолян;Smolyan
40645;3140;с.;Кунино;Kunino;Роман;Roman;Враца;Vratsa
40659;5463;с.;Купен;Kupen;Севлиево;Sevlievo;Габрово;Gabrovo
40662;4921;с.;Купен;Kupen;Мадан;Madan;Смолян;Smolyan
40676;6850;с.;Купците;Kuptsite;Джебел;Dzhebel;Кърджали;Kardzhali
40693;3138;с.;Курново;Kurnovo;Роман;Roman;Враца;Vratsa
40703;4369;с.;Куртово;Kurtovo;Карлово;Karlovo;Пловдив;Plovdiv
40717;4223;с.;Куртово Конаре;Kurtovo Konare;Стамболийски;Stamboliyski;Пловдив;Plovdiv
40748;4752;с.;Кутела;Kutela;Смолян;Smolyan;Смолян;Smolyan
40751;7558;с.;Кутловица;Kutlovitsa;Алфатар;Alfatar;Силистра;Silistra
41263;3767;с.;Кутово;Kutovo;Видин;Vidin;Видин;Vidin
40765;2567;с.;Кутугерци;Kutugertsi;Кюстендил;Kyustendil;Кюстендил;Kyustendil
40779;5042;с.;Куцаровци;Kutsarovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
40782;5189;с.;Куцина;Kutsina;Полски Тръмбеш;Polski Trambesh;Велико Търново;Veliko Tarnovo
40796;6697;с.;Куцово;Kutsovo;Черноочене;Chernoochene;Кърджали;Kardzhali
40806;4986;с.;Кушла;Kushla;Златоград;Zlatograd;Смолян;Smolyan
40823;6927;с.;Къклица;Kaklitsa;Крумовград;Krumovgrad;Кърджали;Kardzhali
40837;5544;с.;Къкрина;Kakrina;Ловеч;Lovech;Ловеч;Lovech
40840;9821;с.;Кълново;Kalnovo;Смядово;Smyadovo;Шумен;Shumen
40868;6164;с.;Кънчево;Kanchevo;Казанлък;Kazanlak;Стара Загора;Stara Zagora
40871;7997;с.;Къпинец;Kapinets;Антоново;Antonovo;Търговище;Targovishte
36107;5043;с.;Къпиново;Kapinovo;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
40885;9528;с.;Къпиново;Kapinovo;Генерал Тошево;General Toshevo;Добрич;Dobrich
40899;7434;с.;Къпиновци;Kapinovtsi;Исперих;Isperih;Разград;Razgrad
40909;6600;гр.;Кърджали;Kardzhali;Кърджали;Kardzhali;Кърджали;Kardzhali
40926;2820;с.;Кърланово;Karlanovo;Сандански;Sandanski;Благоевград;Blagoevgrad
40912;2860;с.;Кърналово;Karnalovo;Петрич;Petrich;Благоевград;Blagoevgrad
40939;4337;с.;Кърнаре;Karnare;Карлово;Karlovo;Пловдив;Plovdiv
40943;5558;с.;Кърпачево;Karpachevo;Летница;Letnitsa;Ловеч;Lovech
40957;2825;с.;Кърпелево;Karpelevo;Струмяни;Strumyani;Благоевград;Blagoevgrad
40960;5380;с.;Къртипъня;Kartipanya;Дряново;Dryanovo;Габрово;Gabrovo
40974;5883;с.;Къртожабене;Kartozhabene;Плевен;Pleven;Плевен;Pleven
40988;6873;с.;Кърчовско;Karchovsko;Кирково;Kirkovo;Кърджали;Kardzhali
40991;2563;с.;Кършалево;Karshalevo;Кюстендил;Kyustendil;Кюстендил;Kyustendil
41006;4832;с.;Късак;Kasak;Доспат;Dospat;Смолян;Smolyan
41010;1276;с.;Кътина;Katina;Столична община;Stolichna obshtina;София;Sofia
41037;5885;с.;Къшин;Kashin;Плевен;Pleven;Плевен;Pleven
41040;2492;с.;Къшле;Kashle;Трън;Tran;Перник;Pernik
41054;9888;с.;Кьолмен;Kyolmen;Върбица;Varbitsa;Шумен;Shumen
41085;6728;с.;Кьосево;Kyosevo;Кърджали;Kardzhali;Кърджали;Kardzhali
41099;7951;с.;Кьосевци;Kyosevtsi;Антоново;Antonovo;Търговище;Targovishte
41109;9972;с.;Кюлевча;Kyulevcha;Каспичан;Kaspichan;Шумен;Shumen
41112;2500;гр.;Кюстендил;Kyustendil;Кюстендил;Kyustendil;Кюстендил;Kyustendil
43013;5035;с.;Лагерите;Lagerite;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
43027;3743;с.;Лагошевци;Lagoshevtsi;Димово;Dimovo;Видин;Vidin
43030;2811;с.;Ладарево;Ladarevo;Сандански;Sandanski;Благоевград;Blagoevgrad
43044;5836;с.;Лазарово;Lazarovo;Кнежа;Knezha;Плевен;Pleven
43061;5097;с.;Лазарци;Lazartsi;Елена;Elena;Велико Търново;Veliko Tarnovo
43092;2273;с.;Лакатник;Lakatnik;Своге;Svoge;София;Sofia
14475;2273;с.;Лакатник;Lakatnik;Своге;Svoge;София;Sofia
43102;6823;с.;Лале;Lale;Момчилград;Momchilgrad;Кърджали;Kardzhali
43116;8749;с.;Лалково;Lalkovo;Елхово;Elhovo;Ямбол;Yambol
43128;6583;с.;Ламбух;Lambuh;Ивайловград;Ivaylovgrad;Хасково;Haskovo
43147;5876;с.;Ласкар;Laskar;Плевен;Pleven;Плевен;Pleven
43150;2811;с.;Ласкарево;Laskarevo;Сандански;Sandanski;Благоевград;Blagoevgrad
43164;6767;с.;Латинка;Latinka;Ардино;Ardino;Кърджали;Kardzhali
43178;6859;с.;Лебед;Lebed;Джебел;Dzhebel;Кърджали;Kardzhali
43181;2806;с.;Лебница;Lebnitsa;Сандански;Sandanski;Благоевград;Blagoevgrad
43195;2494;с.;Лева река;Leva reka;Трън;Tran;Перник;Pernik
44906;2276;с.;Левище;Levishte;Своге;Svoge;София;Sofia
43205;6540;с.;Левка;Levka;Свиленград;Svilengrad;Хасково;Haskovo
43219;4743;с.;Левочево;Levochevo;Смолян;Smolyan;Смолян;Smolyan
43222;9171;с.;Левски;Levski;Суворово;Suvorovo;Варна;Varna
22681;4535;с.;Левски;Levski;Панагюрище;Panagyurishte;Пазарджик;Pazardzhik
43236;5900;гр.;Левски;Levski;Левски;Levski;Плевен;Pleven
43243;2817;с.;Левуново;Levunovo;Сандански;Sandanski;Благоевград;Blagoevgrad
44896;6781;с.;Левци;Levtsi;Ардино;Ardino;Кърджали;Kardzhali
43253;5049;с.;Леденик;Ledenik;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
43267;2588;с.;Лелинци;Lelintsi;Кюстендил;Kyustendil;Кюстендил;Kyustendil
43270;6783;с.;Ленище;Lenishte;Ардино;Ardino;Кърджали;Kardzhali
43284;5967;с.;Ленково;Lenkovo;Гулянци;Gulyantsi;Плевен;Pleven
43298;4261;с.;Леново;Lenovo;Асеновград;Asenovgrad;Пловдив;Plovdiv
43308;6595;с.;Ленско;Lensko;Ивайловград;Ivaylovgrad;Хасково;Haskovo
43311;5987;с.;Лепица;Lepitsa;Червен бряг;Cherven bryag;Плевен;Pleven
43325;5520;с.;Лесидрен;Lesidren;Угърчин;Ugarchin;Ловеч;Lovech
43339;5343;с.;Лесичарка;Lesicharka;Габрово;Gabrovo;Габрово;Gabrovo
43342;5085;с.;Лесиче;Lesiche;Елена;Elena;Велико Търново;Veliko Tarnovo
43356;5222;с.;Лесичери;Lesicheri;Павликени;Pavlikeni;Велико Търново;Veliko Tarnovo
43369;4463;с.;Лесичово;Lesichovo;Лесичово;Lesichovo;Пазарджик;Pazardzhik
43373;2547;с.;Леска;Leska;Кюстендил;Kyustendil;Кюстендил;Kyustendil
43387;4928;с.;Леска;Leska;Мадан;Madan;Смолян;Smolyan
43390;2268;с.;Лесковдол;Leskovdol;Своге;Svoge;София;Sofia
43400;3341;с.;Лесковец;Leskovets;Оряхово;Oryahovo;Враца;Vratsa
43414;3523;с.;Лесковец;Leskovets;Берковица;Berkovitsa;Монтана;Montana
43428;2342;с.;Лесковец;Leskovets;Перник;Pernik;Перник;Pernik
43445;2119;с.;Лесново;Lesnovo;Елин Пелин;Elin Pelin;София;Sofia
43459;8754;с.;Лесово;Lesovo;Елхово;Elhovo;Ямбол;Yambol
43462;3073;с.;Лесура;Lesura;Криводол;Krivodol;Враца;Vratsa
43476;5570;гр.;Летница;Letnitsa;Летница;Letnitsa;Ловеч;Lovech
43484;2207;с.;Летница;Letnitsa;Драгоман;Dragoman;София;Sofia
43493;6810;с.;Летовник;Letovnik;Момчилград;Momchilgrad;Кърджали;Kardzhali
43503;2816;с.;Лехово;Lehovo;Сандански;Sandanski;Благоевград;Blagoevgrad
43517;3445;с.;Лехчево;Lehchevo;Бойчиновци;Boychinovtsi;Монтана;Montana
43520;2749;с.;Лешко;Leshko;Благоевград;Blagoevgrad;Благоевград;Blagoevgrad
43548;6466;с.;Лешниково;Leshnikovo;Харманли;Harmanli;Хасково;Haskovo
43551;2481;с.;Лешниковци;Leshnikovtsi;Трън;Tran;Перник;Pernik
43565;2808;с.;Лешница;Leshnitsa;Сандански;Sandanski;Благоевград;Blagoevgrad
43579;5578;с.;Лешница;Leshnitsa;Ловеч;Lovech;Ловеч;Lovech
43582;4929;с.;Лещак;Leshtak;Мадан;Madan;Смолян;Smolyan
43596;6967;с.;Лещарка;Leshtarka;Крумовград;Krumovgrad;Кърджали;Kardzhali
43606;2962;с.;Лещен;Leshten;Гърмен;Garmen;Благоевград;Blagoevgrad
43615;8656;с.;Леярово;Leyarovo;Стралджа;Straldzha;Ямбол;Yambol
43623;8107;с.;Ливада;Livada;Камено;Kameno;Бургас;Burgas
43637;4921;с.;Ливаде;Livade;Мадан;Madan;Смолян;Smolyan
43654;3168;с.;Лик;Lik;Мездра;Mezdra;Враца;Vratsa
43668;4858;с.;Лилеково;Lilekovo;Чепеларе;Chepelare;Смолян;Smolyan
43671;4105;с.;Лилково;Lilkovo;Родопи;Rodopi;Пловдив;Plovdiv
43685;7760;с.;Лиляк;Lilyak;Търговище;Targovishte;Търговище;Targovishte
43699;2809;с.;Лиляново;Lilyanovo;Сандански;Sandanski;Благоевград;Blagoevgrad
43709;2597;с.;Лиляч;Lilyach;Невестино;Nevestino;Кюстендил;Kyustendil
43712;3051;с.;Лиляче;Lilyache;Враца;Vratsa;Враца;Vratsa
43726;6936;с.;Лимец;Limets;Крумовград;Krumovgrad;Кърджали;Kardzhali
43730;3489;с.;Липен;Lipen;Монтана;Montana;Монтана;Montana
43743;4784;с.;Липец;Lipets;Смолян;Smolyan;Смолян;Smolyan
43757;2212;с.;Липинци;Lipintsi;Драгоман;Dragoman;София;Sofia
43760;7242;с.;Липник;Lipnik;Разград;Razgrad;Разград;Razgrad
43774;3352;с.;Липница;Lipnitsa;Мизия;Mizia;Враца;Vratsa
43788;2158;с.;Липница;Lipnitsa;Ботевград;Botevgrad;София;Sofia
43815;2547;с.;Лисец;Lisets;Кюстендил;Kyustendil;Кюстендил;Kyustendil
43829;5568;с.;Лисец;Lisets;Ловеч;Lovech;Ловеч;Lovech
43832;2023;с.;Лисец;Lisets;Самоков;Samokov;София;Sofia
43846;9951;с.;Лиси връх;Lisi vrah;Каолиново;Kaolinovo;Шумен;Shumen
43856;6645;с.;Лисиците;Lisitsite;Кърджали;Kardzhali;Кърджали;Kardzhali
43863;2743;с.;Лисия;Lisia;Благоевград;Blagoevgrad;Благоевград;Blagoevgrad
43877;6541;с.;Лисово;Lisovo;Свиленград;Svilengrad;Хасково;Haskovo
43880;8573;с.;Листец;Listets;Руен;Ruen;Бургас;Burgas
43894;7642;с.;Листец;Listets;Главиница;Glavinitsa;Силистра;Silistra
43904;2144;с.;Литаково;Litakovo;Ботевград;Botevgrad;София;Sofia
43918;2433;с.;Лобош;Lobosh;Ковачевци;Kovachevtsi;Перник;Pernik
43921;6070;с.;Ловец;Lovets;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
43935;7741;с.;Ловец;Lovets;Търговище;Targovishte;Търговище;Targovishte
43949;9869;с.;Ловец;Lovets;Върбица;Varbitsa;Шумен;Shumen
43952;5500;гр.;Ловеч;Lovech;Ловеч;Lovech;Ловеч;Lovech
43966;5423;с.;Ловнидол;Lovnidol;Севлиево;Sevlievo;Габрово;Gabrovo
44937;7291;с.;Ловско;Lovsko;Лозница;Loznitsa;Разград;Razgrad
43983;4908;с.;Ловци;Lovtsi;Мадан;Madan;Смолян;Smolyan
43997;9430;с.;Ловчанци;Lovchantsi;Добрич-селска;Dobrich-selska;Добрич;Dobrich
68792;2737;с.;Логодаж;Logodazh;Благоевград;Blagoevgrad;Благоевград;Blagoevgrad
44015;5345;с.;Лоза;Loza;Габрово;Gabrovo;Габрово;Gabrovo
44029;8440;с.;Лозарево;Lozarevo;Сунгурларе;Sungurlare;Бургас;Burgas
44032;9746;с.;Лозево;Lozevo;Шумен;Shumen;Шумен;Shumen
44046;5172;с.;Лозен;Lozen;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
44053;4489;с.;Лозен;Lozen;Септември;Septemvri;Пазарджик;Pazardzhik
44063;1151;с.;Лозен;Lozen;Столична община;Stolichna obshtina;София;Sofia
63149;6062;с.;Лозен;Lozen;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
44077;6552;с.;Лозен;Lozen;Любимец;Lyubimets;Хасково;Haskovo
44080;6894;с.;Лозенградци;Lozengradtsi;Кирково;Kirkovo;Кърджали;Kardzhali
44094;8277;с.;Лозенец;Lozenets;Царево;Tsarevo;Бургас;Burgas
44104;9414;с.;Лозенец;Lozenets;Крушари;Krushari;Добрич;Dobrich
44118;8688;с.;Лозенец;Lozenets;Стралджа;Straldzha;Ямбол;Yambol
44121;2821;с.;Лозеница;Lozenitsa;Сандански;Sandanski;Благоевград;Blagoevgrad
44149;8466;с.;Лозица;Lozitsa;Сунгурларе;Sungurlare;Бургас;Burgas
44152;5954;с.;Лозица;Lozitsa;Никопол;Nikopol;Плевен;Pleven
44179;9541;с.;Лозница;Loznitsa;Генерал Тошево;General Toshevo;Добрич;Dobrich
44166;7290;гр.;Лозница;Loznitsa;Лозница;Loznitsa;Разград;Razgrad
44183;2507;с.;Лозно;Lozno;Кюстендил;Kyustendil;Кюстендил;Kyustendil
44210;2656;с.;Локвата;Lokvata;Бобов дол;Bobov dol;Кюстендил;Kyustendil
44224;1513;с.;Локорско;Lokorsko;Столична община;Stolichna obshtina;София;Sofia
44238;3600;гр.;Лом;Lom;Лом;Lom;Монтана;Montana
5133;7135;с.;Лом Черковна;Lom Cherkovna;Бяла;Byala;Русе;Ruse
44241;5669;с.;Ломец;Lomets;Троян;Troyan;Ловеч;Lovech
44272;9397;с.;Ломница;Lomnitsa;Добрич-селска;Dobrich-selska;Добрич;Dobrich
44255;2562;с.;Ломница;Lomnitsa;Кюстендил;Kyustendil;Кюстендил;Kyustendil
44269;2465;с.;Ломница;Lomnitsa;Трън;Tran;Перник;Pernik
